BGIBMGA008184	XP_012543771.1
BGIBMGA010027	XP_004923284.2
BGIBMGA011890	XP_012544132.1
BGIBMGA011200	XP_004930768.1
BGIBMGA004640	XP_012546868.1
BGIBMGA012640	XP_004927007.1
BGIBMGA014434	XP_004927621.1
BGIBMGA008018	NP_001266329.1
BGIBMGA000688	XP_004929869.1
BGIBMGA008977	XP_004931738.1
BGIBMGA008671	XP_004925786.1
BGIBMGA012972	XP_012548279.1
BGIBMGA005513	XP_004932236.1
BGIBMGA003486	XP_004930177.1
BGIBMGA000842	XP_012547369.1
BGIBMGA006225	XP_012548481.1
BGIBMGA003062	NP_001166694.1
BGIBMGA014000	XP_012552140.1
BGIBMGA000029	NP_001040438.1
BGIBMGA008630	XP_012546596.1
BGIBMGA007793	NP_001243945.1
BGIBMGA001861	XP_012551959.1
BGIBMGA014304	NP_001036856.2
BGIBMGA010707	XP_012551718.1
BGIBMGA005015	NP_001171911.1
BGIBMGA000595	XP_004929805.1
BGIBMGA008827	NP_001139713.1
BGIBMGA003867	XP_004924952.1
BGIBMGA000918	NP_001040518.1
BGIBMGA011742	XP_004931443.1
BGIBMGA004961	XP_004924488.1
BGIBMGA010901	XP_012552652.1
BGIBMGA002481	XP_012550168.1
BGIBMGA000908	XP_004927915.1
BGIBMGA014567	XP_012552328.1
BGIBMGA004353	XP_012546975.1
BGIBMGA006238	XP_004925681.1
BGIBMGA012767	XP_004929116.1
BGIBMGA005418	XP_012550964.1
BGIBMGA000966	XP_012547191.1
BGIBMGA004846	NP_001037576.1
BGIBMGA012340	XP_012551814.1
BGIBMGA006094	XP_012548341.1
BGIBMGA003399	XP_012552781.1
BGIBMGA006707	XP_012549390.1
BGIBMGA006649	XP_004930350.1
BGIBMGA012094	XP_004932912.1
BGIBMGA004483	XP_012551100.1
BGIBMGA008754	XP_012547467.1
BGIBMGA011541	XP_012547419.1
BGIBMGA001730	XP_004922166.1
BGIBMGA007415	XP_012543938.1
BGIBMGA013979	XP_012552085.1
BGIBMGA001803	XP_004922257.1
BGIBMGA006601	XP_012549522.1
BGIBMGA002353	NP_001040255.1
BGIBMGA006182	XP_004929375.2
BGIBMGA001621	XP_012548439.1
BGIBMGA011429	NP_001093303.1
BGIBMGA006694	NP_001104817.1
BGIBMGA006012	XP_012548379.1
BGIBMGA000293	XP_004931937.1
BGIBMGA007198	XP_004925058.1
BGIBMGA004167	XP_012544193.1
BGIBMGA014228	XP_012545186.1
BGIBMGA008160	XP_004923721.1
BGIBMGA010994	XP_012545265.1
BGIBMGA007270	XP_004925869.1
BGIBMGA007354	XP_012543947.1
BGIBMGA006014	XP_004929188.1
BGIBMGA006806	XP_012544673.1
BGIBMGA009861	XP_012553433.1
BGIBMGA012468	XP_012544003.1
BGIBMGA008126	XP_012543772.1
BGIBMGA005268	XP_012544097.1
BGIBMGA013425	XP_012553359.1
BGIBMGA010603	XP_004925602.1
BGIBMGA012594	NP_001166729.1
BGIBMGA005550	NP_001091756.1
BGIBMGA011816	XP_012550449.1
BGIBMGA011342	XP_012549720.1
BGIBMGA011530	XP_004932734.1
BGIBMGA011355	XP_004930828.2
BGIBMGA012565	XP_004933931.1
BGIBMGA000648	NP_001036847.1
BGIBMGA005179	XP_012552225.1
BGIBMGA005148	NP_001166707.1
BGIBMGA009367	XP_012543821.1
BGIBMGA009643	NP_001037454.1
BGIBMGA012495	XP_004924021.1
BGIBMGA013175	XP_004922738.1
BGIBMGA013483	XP_012545875.1
BGIBMGA005810	XP_004923885.1
BGIBMGA004522	XP_012548161.1
BGIBMGA008195	XP_004923754.1
BGIBMGA000119	XP_004923114.1
BGIBMGA006100	NP_001040219.1
BGIBMGA013719	XP_012546013.1
BGIBMGA007036	XP_012551263.1
BGIBMGA002740	XP_012546318.1
BGIBMGA005825	XP_012543923.1
BGIBMGA002444	XP_004931109.1
BGIBMGA008980	XP_004931740.1
BGIBMGA004421	NP_001116812.1
BGIBMGA010899	NP_001166682.1
BGIBMGA008794	XP_012546304.1
BGIBMGA006887	XP_012544720.1
BGIBMGA006755	XP_004930424.1
BGIBMGA011316	XP_004930694.1
BGIBMGA003536	XP_012549317.1
BGIBMGA014283	XP_012552223.1
BGIBMGA011642	XP_004931572.1
BGIBMGA006968	NP_001106135.1
BGIBMGA004889	XP_004927216.1
BGIBMGA011220	XP_012549772.1
BGIBMGA003996	XP_004922444.1
BGIBMGA012595	NP_001166730.1
BGIBMGA007666	XP_012548031.1
BGIBMGA012455	XP_012544007.1
BGIBMGA009706	XP_004933256.1
BGIBMGA009400	XP_012545212.1
BGIBMGA011758	NP_001166770.1
BGIBMGA007864	XP_004928576.1
BGIBMGA002178	NP_001104827.1
BGIBMGA001152	XP_012547324.1
BGIBMGA000463	NP_001254654.1
BGIBMGA010768	XP_004933008.1
BGIBMGA009061	XP_004924415.1
BGIBMGA004424	NP_001127714.1
BGIBMGA009488	XP_004922817.1
BGIBMGA013585	XP_004925299.1
BGIBMGA009085	XP_012544326.1
BGIBMGA013851	XP_012544260.1
BGIBMGA011796	XP_012550417.1
BGIBMGA013841	XP_004924339.1
BGIBMGA004041	XP_012549297.1
BGIBMGA013038	XP_012548182.1
BGIBMGA007584	XP_004924705.1
BGIBMGA006461	XP_012549616.1
BGIBMGA009216	XP_012551698.1
BGIBMGA002345	XP_004922109.1
BGIBMGA012961	XP_012548076.1
BGIBMGA002679	XP_004932361.1
BGIBMGA012055	XP_004932914.1
BGIBMGA013761	XP_004923443.1
BGIBMGA000131	XP_004923139.1
BGIBMGA006093	XP_004929143.1
BGIBMGA008132	XP_012543800.1
BGIBMGA013909	XP_012552128.1
BGIBMGA001549	XP_012548794.1
BGIBMGA011100	XP_012546955.1
BGIBMGA002039	XP_004932796.1
BGIBMGA013255	XP_004922745.1
BGIBMGA007628	XP_004928687.1
BGIBMGA008164	XP_012553444.1
BGIBMGA007968	NP_001037444.1
BGIBMGA002077	NP_001170882.1
BGIBMGA001594	XP_012548838.1
BGIBMGA012065	XP_012551590.1
BGIBMGA006643	XP_004930360.1
BGIBMGA007153	XP_004925073.2
BGIBMGA003627	XP_004930032.1
BGIBMGA004942	XP_004924510.1
BGIBMGA007753	XP_004928482.1
BGIBMGA010711	XP_012551668.1
BGIBMGA007555	XP_004924616.1
BGIBMGA005510	XP_012550923.1
BGIBMGA011475	XP_004932656.1
BGIBMGA008711	XP_004925777.1
BGIBMGA008136	NP_001166630.1
BGIBMGA008724	XP_004925787.1
BGIBMGA004328	XP_004925361.2
BGIBMGA001367	XP_004926772.1
BGIBMGA010954	XP_004933760.1
BGIBMGA000023	XP_004926106.1
BGIBMGA009544	NP_001121191.1
BGIBMGA013035	XP_012548189.1
BGIBMGA012045	NP_001093276.1
BGIBMGA009722	NP_001112374.1
BGIBMGA005383	NP_001036980.1
BGIBMGA013430	XP_012546189.1
BGIBMGA013081	XP_012548210.1
BGIBMGA010613	NP_001274329.1
BGIBMGA002691	XP_012551112.1
BGIBMGA006586	XP_012549520.1
BGIBMGA000950	XP_012547253.1
BGIBMGA009161	XP_004926042.1
BGIBMGA003803	XP_004926509.1
BGIBMGA001044	NP_001040187.1
BGIBMGA013548	XP_012552217.1
BGIBMGA001168	NP_001040301.1
BGIBMGA004172	XP_004924230.1
BGIBMGA008919	XP_012550680.1
BGIBMGA006144	XP_012548488.1
BGIBMGA004472	XP_004922613.1
BGIBMGA003569	XP_012549129.1
BGIBMGA002898	XP_004921607.1
BGIBMGA005500	XP_012550948.1
BGIBMGA006218	XP_012548427.1
BGIBMGA014519	XP_012552312.1
BGIBMGA013849	NP_001037205.1
BGIBMGA012583	XP_012545846.1
BGIBMGA009434	XP_004922878.1
BGIBMGA008886	XP_004931769.1
BGIBMGA006867	NP_001037570.1
BGIBMGA009459	XP_012552669.1
BGIBMGA000010	NP_001129360.1
BGIBMGA003203	XP_004934079.1
BGIBMGA005972	XP_004929369.2
BGIBMGA014418	XP_004927641.1
BGIBMGA006403	XP_004930568.1
BGIBMGA004937	XP_004924516.1
BGIBMGA012224	XP_004933193.1
BGIBMGA009659	NP_001166775.1
BGIBMGA011185	XP_004930785.1
BGIBMGA012843	XP_012548205.1
BGIBMGA012235	XP_012551728.1
BGIBMGA000486	XP_012548895.1
BGIBMGA003184	XP_012549980.1
BGIBMGA009708	XP_012551836.1
BGIBMGA007725	XP_012547836.1
BGIBMGA008555	XP_012547643.1
BGIBMGA009751	NP_001037227.1
BGIBMGA004067	NP_001091778.1
BGIBMGA002559	NP_001040393.1
BGIBMGA004863	XP_004923375.1
BGIBMGA008879	NP_001040488.1
BGIBMGA008417	XP_012547533.1
BGIBMGA006527	XP_012549568.1
BGIBMGA003685	NP_001040320.1
BGIBMGA008122	XP_012543773.1
BGIBMGA014353	XP_012552464.1
BGIBMGA008571	XP_004928355.1
BGIBMGA005086	NP_001036937.1
BGIBMGA002979	XP_004930987.1
BGIBMGA011214	XP_012549746.1
BGIBMGA008009	XP_012552729.1
BGIBMGA009092	XP_004924398.1
BGIBMGA005646	XP_012546070.1
BGIBMGA008747	XP_012546267.1
BGIBMGA009860	XP_012553390.1
BGIBMGA000374	XP_004931893.2
BGIBMGA009241	XP_004922640.1
BGIBMGA006228	XP_004929307.1
BGIBMGA013589	XP_012545089.1
BGIBMGA013052	XP_004928958.1
BGIBMGA006920	XP_004923208.1
BGIBMGA004944	XP_004924503.1
BGIBMGA008443	XP_012547683.1
BGIBMGA001709	XP_012548254.1
BGIBMGA004621	XP_012546485.1
BGIBMGA009547	XP_012545068.1
BGIBMGA002538	XP_012550179.1
BGIBMGA011582	XP_012551335.1
BGIBMGA014139	XP_012545798.1
BGIBMGA008871	XP_004931859.2
BGIBMGA003605	XP_012549322.1
BGIBMGA014170	XP_012545821.1
BGIBMGA009791	NP_001036998.1
BGIBMGA004642	XP_004927404.1
BGIBMGA013766	XP_004923438.1
BGIBMGA008006	XP_012552739.1
BGIBMGA007068	XP_004932478.1
BGIBMGA001148	NP_001098692.1
BGIBMGA005682	XP_012546372.1
BGIBMGA010883	NP_001153667.1
BGIBMGA004482	XP_004922575.1
BGIBMGA006127	XP_012548419.1
BGIBMGA010936	XP_012544591.1
BGIBMGA001265	XP_004927948.1
BGIBMGA009078	XP_012544306.1
BGIBMGA013259	XP_004922747.1
BGIBMGA007364	XP_004923948.1
BGIBMGA014145	XP_012545793.1
BGIBMGA010339	XP_012546128.1
BGIBMGA012662	XP_004927011.2
BGIBMGA003501	XP_012549149.1
BGIBMGA005576	XP_012545842.1
BGIBMGA008185	XP_004923737.1
BGIBMGA012696	XP_012550389.1
BGIBMGA003404	XP_004923009.1
BGIBMGA005737	XP_012546403.1
BGIBMGA011037	NP_001116821.1
BGIBMGA011413	XP_012549756.1
BGIBMGA006756	XP_012549398.1
BGIBMGA010590	XP_004929525.1
BGIBMGA013628	XP_012545104.1
BGIBMGA006103	XP_012548344.1
BGIBMGA005697	XP_004927210.1
BGIBMGA003876	XP_004924926.1
BGIBMGA007943	XP_012547801.1
BGIBMGA006004	XP_012548361.1
BGIBMGA001814	XP_004922350.2
BGIBMGA012003	XP_004924229.1
BGIBMGA010122	XP_004931358.1
BGIBMGA001474	XP_012548869.1
BGIBMGA006515	XP_012549630.1
BGIBMGA012894	XP_012548278.1
BGIBMGA012098	XP_012551553.1
BGIBMGA006481	NP_001139537.1
BGIBMGA004938	XP_004924513.1
BGIBMGA008508	NP_001243970.1
BGIBMGA008118	XP_012545382.1
BGIBMGA005933	XP_012548450.1
BGIBMGA004241	XP_004927272.1
BGIBMGA006064	XP_004929146.1
BGIBMGA006376	NP_001036958.1
BGIBMGA010088	XP_004923311.1
BGIBMGA012466	NP_001166801.1
BGIBMGA005842	XP_004926943.1
BGIBMGA005430	XP_004932097.1
BGIBMGA007696	XP_012548023.1
BGIBMGA000898	XP_012547237.1
BGIBMGA009680	XP_004933287.1
BGIBMGA012393	XP_004925452.1
BGIBMGA010605	NP_001036977.1
BGIBMGA001920	XP_004933402.1
BGIBMGA007168	XP_012547013.1
BGIBMGA003956	XP_004926412.1
BGIBMGA001405	XP_004929787.1
BGIBMGA003657	NP_001040113.1
BGIBMGA014596	XP_012552374.1
BGIBMGA009951	XP_012546876.1
BGIBMGA009195	XP_012546928.1
BGIBMGA005595	XP_012546221.1
BGIBMGA005189	NP_001165392.1
BGIBMGA004489	XP_004922585.1
BGIBMGA003255	XP_012544877.1
BGIBMGA012687	NP_001037628.1
BGIBMGA003421	XP_012552833.1
BGIBMGA002857	XP_012552926.1
BGIBMGA012811	XP_004928959.1
BGIBMGA012916	XP_004928832.1
BGIBMGA002590	NP_001036905.1
BGIBMGA012349	XP_004933177.1
BGIBMGA002998	XP_012550078.1
BGIBMGA003729	XP_004930212.1
BGIBMGA005794	NP_001093078.1
BGIBMGA010019	XP_004923298.1
BGIBMGA001778	XP_012547821.1
BGIBMGA010342	NP_001124380.1
BGIBMGA010352	XP_012546138.1
BGIBMGA007333	XP_004924005.1
BGIBMGA002033	XP_012551430.1
BGIBMGA004898	XP_012544461.1
BGIBMGA010069	XP_004923295.1
BGIBMGA004054	XP_012549455.1
BGIBMGA009350	XP_012545341.1
BGIBMGA007543	XP_012544488.1
BGIBMGA004649	XP_004927401.1
BGIBMGA010953	XP_004934370.2
BGIBMGA011729	NP_001166766.1
BGIBMGA001597	XP_004929728.1
BGIBMGA001878	XP_004933423.1
BGIBMGA013933	NP_001040142.1
BGIBMGA006824	XP_012544657.1
BGIBMGA014530	XP_012552296.1
BGIBMGA005698	XP_012546700.1
BGIBMGA012198	XP_012544961.1
BGIBMGA002907	NP_001037358.2
BGIBMGA008900	XP_004931749.1
BGIBMGA012818	XP_012548230.1
BGIBMGA006950	XP_012552994.1
BGIBMGA006490	XP_004930579.1
BGIBMGA014221	NP_001036831.1
BGIBMGA003673	XP_012549196.1
BGIBMGA011111	XP_004925997.1
BGIBMGA007319	XP_012547005.1
BGIBMGA013527	XP_012545887.1
BGIBMGA003847	XP_012544816.1
BGIBMGA004007	XP_004922504.1
BGIBMGA013621	XP_004925292.1
BGIBMGA011655	XP_012550495.1
BGIBMGA002843	XP_012549820.1
BGIBMGA000597	XP_012549024.1
BGIBMGA001400	XP_012548842.1
BGIBMGA003584	XP_012549254.1
BGIBMGA010786	XP_012551694.1
BGIBMGA005300	XP_004932233.1
BGIBMGA002080	XP_012551471.1
BGIBMGA013542	XP_012546825.1
BGIBMGA003599	XP_004930246.1
BGIBMGA011340	XP_012549760.1
BGIBMGA003156	XP_004930947.1
BGIBMGA011713	XP_004931465.1
BGIBMGA001380	XP_012546328.1
BGIBMGA000454	XP_004931977.2
BGIBMGA006748	XP_012549394.1
BGIBMGA010827	XP_004933048.1
BGIBMGA014522	XP_012552266.1
BGIBMGA012855	XP_004928889.1
BGIBMGA004052	XP_004922372.1
BGIBMGA008211	NP_001040378.1
BGIBMGA002569	XP_004932411.1
BGIBMGA007563	XP_012544481.1
BGIBMGA004518	NP_001153674.1
BGIBMGA013244	NP_001037540.1
BGIBMGA008503	XP_004928283.1
BGIBMGA004325	XP_012545150.1
BGIBMGA007875	XP_012547876.1
BGIBMGA006374	XP_012549669.1
BGIBMGA007994	XP_004923988.2
BGIBMGA007222	NP_001166197.1
BGIBMGA008921	NP_001037556.1
BGIBMGA003359	XP_012552778.1
BGIBMGA008502	XP_004927341.1
BGIBMGA000650	XP_012549083.1
BGIBMGA011549	NP_001037074.2
BGIBMGA010555	XP_012548567.1
BGIBMGA006676	XP_012549501.1
BGIBMGA009054	XP_004924421.1
BGIBMGA007175	XP_012544932.1
BGIBMGA004547	XP_012553200.1
BGIBMGA014538	XP_004933782.1
BGIBMGA001875	XP_012552010.1
BGIBMGA011294	XP_004930688.1
BGIBMGA001548	XP_012548804.1
BGIBMGA013376	XP_012553324.1
BGIBMGA013626	XP_012545088.1
BGIBMGA013775	XP_012553170.1
BGIBMGA006629	XP_004930377.1
BGIBMGA003257	XP_004924986.1
BGIBMGA002993	XP_004930967.1
BGIBMGA002264	XP_004922082.1
BGIBMGA009932	XP_004927126.2
BGIBMGA014084	XP_004933750.2
BGIBMGA007632	XP_012547826.1
BGIBMGA001185	XP_004927838.1
BGIBMGA011260	XP_012549883.1
BGIBMGA002168	XP_012544352.1
BGIBMGA000426	NP_001166642.1
BGIBMGA009597	XP_004926358.1
BGIBMGA014184	XP_004926183.1
BGIBMGA013587	XP_004925297.1
BGIBMGA005528	XP_004922012.1
BGIBMGA006146	NP_001037315.1
BGIBMGA013799	XP_012553166.1
BGIBMGA011834	NP_001040364.1
BGIBMGA010938	XP_004924743.1
BGIBMGA008902	XP_004931746.1
BGIBMGA007866	XP_004928771.1
BGIBMGA011172	XP_004930796.1
BGIBMGA006603	NP_001157948.1
BGIBMGA004856	XP_004923364.1
BGIBMGA004673	XP_004927168.1
BGIBMGA003870	NP_001036982.1
BGIBMGA004500	XP_012550913.1
BGIBMGA001011	XP_004927797.1
BGIBMGA010931	XP_012544620.1
BGIBMGA009682	XP_004921545.1
BGIBMGA010820	XP_012551660.1
BGIBMGA003632	XP_004930049.1
BGIBMGA004484	XP_012551100.1
BGIBMGA004191	XP_012544171.1
BGIBMGA008372	XP_004928202.1
BGIBMGA006250	XP_012545416.1
BGIBMGA013437	XP_012546171.1
BGIBMGA012024	XP_012551611.1
BGIBMGA004746	XP_012544063.1
BGIBMGA002996	XP_004930963.1
BGIBMGA007796	XP_004928502.1
BGIBMGA004524	XP_012545752.1
BGIBMGA008854	NP_001037051.1
BGIBMGA008578	XP_012545322.1
BGIBMGA007979	XP_012547808.1
BGIBMGA005031	XP_004921867.1
BGIBMGA002253	XP_004922090.1
BGIBMGA000373	XP_004931893.2
BGIBMGA009670	XP_004933293.1
BGIBMGA010570	XP_012548584.1
BGIBMGA005801	NP_001166814.1
BGIBMGA008327	XP_004928314.1
BGIBMGA010245	NP_001036991.1
BGIBMGA012446	NP_001103388.1
BGIBMGA009185	XP_004927513.1
BGIBMGA007717	XP_004928530.1
BGIBMGA003520	XP_004930114.1
BGIBMGA006678	XP_012549502.1
BGIBMGA000360	XP_004931870.1
BGIBMGA004247	XP_012546765.1
BGIBMGA001870	XP_004933436.1
BGIBMGA013566	NP_001037094.1
BGIBMGA007773	XP_004928469.1
BGIBMGA001444	XP_012548748.1
BGIBMGA005629	XP_012545772.1
BGIBMGA000253	NP_001166647.1
BGIBMGA000203	XP_012552659.1
BGIBMGA003088	XP_004930875.1
BGIBMGA009856	XP_004923654.1
BGIBMGA003713	XP_004930314.1
BGIBMGA003795	XP_012545545.1
BGIBMGA002918	XP_012549870.1
BGIBMGA006822	XP_004924847.1
BGIBMGA011802	XP_012546997.1
BGIBMGA003732	XP_012549177.1
BGIBMGA009715	XP_004933244.1
BGIBMGA012762	XP_012548209.1
BGIBMGA006964	XP_012552997.1
BGIBMGA005403	XP_004932070.2
BGIBMGA010877	XP_004924274.1
BGIBMGA011998	NP_001166742.1
BGIBMGA010540	XP_004929569.1
BGIBMGA002153	NP_001037446.1
BGIBMGA012334	XP_004933163.1
BGIBMGA007687	XP_004928616.1
BGIBMGA006529	XP_012549688.1
BGIBMGA010574	NP_001177769.1
BGIBMGA013520	XP_004926275.1
BGIBMGA001326	XP_004927158.1
BGIBMGA002109	XP_004932810.1
BGIBMGA012768	XP_012548133.1
BGIBMGA014074	XP_004927699.1
BGIBMGA012034	XP_012551619.1
BGIBMGA008927	XP_004931702.1
BGIBMGA002405	NP_001037114.1
BGIBMGA000766	XP_012545432.1
BGIBMGA008322	XP_004928434.1
BGIBMGA009381	XP_012543823.1
BGIBMGA010794	NP_001040484.1
BGIBMGA000421	XP_012550840.1
BGIBMGA002752	XP_012546723.1
BGIBMGA006585	XP_012549520.1
BGIBMGA011147	XP_004925992.1
BGIBMGA006680	XP_004930340.1
BGIBMGA009727	XP_012551839.1
BGIBMGA002620	XP_004932349.1
BGIBMGA005422	XP_012550847.1
BGIBMGA013853	XP_012553439.1
BGIBMGA004425	XP_004922600.1
BGIBMGA011062	NP_001091827.1
BGIBMGA011750	XP_012550385.1
BGIBMGA005186	XP_004926809.1
BGIBMGA012157	XP_012553439.1
BGIBMGA000868	NP_001108343.1
BGIBMGA011410	XP_012549854.1
BGIBMGA007100	NP_001091765.1
BGIBMGA009779	XP_012551885.1
BGIBMGA008955	XP_004931712.1
BGIBMGA005416	NP_001108458.1
BGIBMGA005559	XP_004921981.1
BGIBMGA005303	NP_001166198.1
BGIBMGA010053	XP_012553055.1
BGIBMGA012637	XP_012546508.1
BGIBMGA009987	XP_004926457.1
BGIBMGA002001	XP_012551452.1
BGIBMGA005521	XP_012550966.1
BGIBMGA003467	XP_004930202.1
BGIBMGA003911	XP_012546243.1
BGIBMGA005700	XP_012546699.1
BGIBMGA011784	XP_012550522.1
BGIBMGA008521	XP_004928306.1
BGIBMGA013079	XP_004929106.2
BGIBMGA013490	XP_012545867.1
BGIBMGA005013	XP_012544476.1
BGIBMGA005227	XP_012546162.1
BGIBMGA014456	XP_012552188.1
BGIBMGA006075	XP_012548479.1
BGIBMGA000189	XP_012546864.1
BGIBMGA001415	XP_004929696.1
BGIBMGA004511	XP_004926071.1
BGIBMGA014005	XP_004933570.1
BGIBMGA000791	XP_012545429.1
BGIBMGA001928	XP_012551934.1
BGIBMGA010312	XP_012546475.1
BGIBMGA000610	XP_004929800.1
BGIBMGA006161	XP_004929215.1
BGIBMGA007518	XP_004924823.1
BGIBMGA010002	XP_012553047.1
BGIBMGA008682	XP_012545498.1
BGIBMGA010853	XP_012544224.1
BGIBMGA012783	XP_012548132.1
BGIBMGA010726	XP_004933046.1
BGIBMGA003397	NP_001037263.1
BGIBMGA003794	XP_012545545.1
BGIBMGA012044	XP_004932934.1
BGIBMGA009529	XP_004922851.1
BGIBMGA008110	XP_004925660.2
BGIBMGA007423	XP_012543970.1
BGIBMGA007855	XP_004928768.1
BGIBMGA004221	NP_001091761.1
BGIBMGA011716	XP_004931464.1
BGIBMGA010675	XP_012545289.1
BGIBMGA010783	XP_004933007.1
BGIBMGA007782	XP_004928484.1
BGIBMGA005988	XP_004929360.1
BGIBMGA007366	XP_004923944.1
BGIBMGA011073	XP_004921725.1
BGIBMGA003971	XP_012549882.1
BGIBMGA012266	XP_012551722.1
BGIBMGA009760	NP_001040202.1
BGIBMGA012803	XP_004928970.1
BGIBMGA013281	XP_012552151.1
BGIBMGA003072	XP_012549992.1
BGIBMGA007376	XP_012543935.1
BGIBMGA006291	XP_012553270.1
BGIBMGA007371	NP_001182382.1
BGIBMGA003210	XP_012546694.1
BGIBMGA000354	NP_001186538.1
BGIBMGA002495	XP_004931159.1
BGIBMGA010210	XP_012550366.1
BGIBMGA008904	XP_012550644.1
BGIBMGA001874	XP_012551929.1
BGIBMGA005004	XP_004921880.1
BGIBMGA003443	XP_012552790.1
BGIBMGA014513	XP_004933748.1
BGIBMGA014138	XP_004926201.1
BGIBMGA010780	XP_004933006.1
BGIBMGA010882	NP_001166894.1
BGIBMGA008433	XP_004928173.1
BGIBMGA010951	XP_004924783.2
BGIBMGA004521	NP_001103400.1
BGIBMGA001132	XP_012547112.1
BGIBMGA001392	XP_012548852.1
BGIBMGA001381	XP_004926784.1
BGIBMGA005758	XP_004923897.1
BGIBMGA000977	NP_001040384.1
BGIBMGA006170	XP_004929223.1
BGIBMGA007146	NP_001136399.1
BGIBMGA005256	XP_012544113.1
BGIBMGA002625	XP_012551179.1
BGIBMGA000599	XP_004929945.1
BGIBMGA000839	XP_012547351.1
BGIBMGA008848	XP_004931812.1
BGIBMGA011534	XP_012551362.1
BGIBMGA003838	XP_004926490.1
BGIBMGA000271	NP_001036864.1
BGIBMGA006609	XP_012549444.1
BGIBMGA005875	XP_012544579.1
BGIBMGA000458	XP_012550761.1
BGIBMGA013753	XP_004923456.1
BGIBMGA002386	NP_001166791.1
BGIBMGA003253	NP_001124360.1
BGIBMGA013162	XP_012551804.1
BGIBMGA006079	XP_012548500.1
BGIBMGA011778	XP_004931475.1
BGIBMGA003744	XP_012549209.1
BGIBMGA008602	NP_001037476.1
BGIBMGA013408	XP_004923599.1
BGIBMGA013229	XP_012552202.1
BGIBMGA009043	XP_012544342.1
BGIBMGA002636	XP_012551131.1
BGIBMGA000367	NP_001037586.1
BGIBMGA009811	XP_012546851.1
BGIBMGA013760	XP_012544778.1
BGIBMGA010753	XP_004923731.1
BGIBMGA002754	NP_001186936.1
BGIBMGA004939	XP_004924511.1
BGIBMGA009395	XP_004925423.1
BGIBMGA013447	XP_012546183.1
BGIBMGA001872	XP_012552044.1
BGIBMGA002473	NP_001166621.1
BGIBMGA006195	XP_012548356.1
BGIBMGA002556	NP_001103387.2
BGIBMGA006749	NP_001040119.1
BGIBMGA012833	NP_001037660.1
BGIBMGA008631	XP_012546604.1
BGIBMGA002045	XP_012551428.1
BGIBMGA003312	XP_004923051.1
BGIBMGA002546	XP_004931209.1
BGIBMGA003500	XP_012549149.1
BGIBMGA000323	XP_004931889.1
BGIBMGA011572	XP_004932682.2
BGIBMGA002064	XP_012551507.1
BGIBMGA011176	XP_012549799.1
BGIBMGA008135	XP_004923738.1
BGIBMGA007335	XP_012543941.1
BGIBMGA005991	XP_004929214.1
BGIBMGA009916	XP_012553430.1
BGIBMGA006802	NP_001040402.1
BGIBMGA004648	XP_004927398.1
BGIBMGA011027	XP_012552244.1
BGIBMGA004294	XP_004925327.1
BGIBMGA012912	XP_004929035.1
BGIBMGA004971	XP_004924508.1
BGIBMGA011030	XP_012543865.1
BGIBMGA003850	XP_012544809.1
BGIBMGA010331	XP_012546136.1
BGIBMGA005846	XP_012546447.1
BGIBMGA009975	XP_004926462.1
BGIBMGA011077	XP_012553360.1
BGIBMGA005953	XP_012548505.1
BGIBMGA009153	NP_001266370.1
BGIBMGA007022	XP_004932605.1
BGIBMGA009543	XP_012546785.1
BGIBMGA008179	XP_004923731.1
BGIBMGA003497	NP_001106734.1
BGIBMGA004118	NP_001245290.1
BGIBMGA009845	NP_001103784.1
BGIBMGA005136	XP_004921819.1
BGIBMGA005093	XP_012545272.1
BGIBMGA012712	XP_012544649.1
BGIBMGA007405	XP_004923949.1
BGIBMGA000509	XP_012548886.1
BGIBMGA005981	XP_012548299.1
BGIBMGA014312	XP_012552447.1
BGIBMGA000883	XP_004928093.2
BGIBMGA009912	XP_004923674.1
BGIBMGA010694	XP_004927255.1
BGIBMGA006120	XP_004929171.1
BGIBMGA001883	XP_004933421.1
BGIBMGA004324	XP_012545141.1
BGIBMGA002531	XP_012550154.1
BGIBMGA013821	XP_004924349.1
BGIBMGA001967	XP_004933505.2
BGIBMGA002943	XP_004921651.1
BGIBMGA007751	XP_012547815.1
BGIBMGA005100	XP_004921885.1
BGIBMGA010118	XP_004931366.1
BGIBMGA007776	XP_012547852.1
BGIBMGA002269	XP_004922078.1
BGIBMGA005413	XP_004932083.1
BGIBMGA002397	NP_001108066.1
BGIBMGA001897	XP_004933405.1
BGIBMGA010942	XP_012544618.1
BGIBMGA011707	XP_012550381.1
BGIBMGA005777	XP_012543867.1
BGIBMGA006347	XP_012549676.1
BGIBMGA010854	NP_001266427.1
BGIBMGA003944	XP_012546028.1
BGIBMGA001607	XP_012548046.1
BGIBMGA005509	XP_012550894.1
BGIBMGA003788	XP_012545548.1
BGIBMGA014065	XP_012552326.1
BGIBMGA013720	XP_012546013.1
BGIBMGA009619	NP_001243924.1
BGIBMGA005439	XP_012550867.1
BGIBMGA006152	XP_004929202.1
BGIBMGA007337	XP_012543941.1
BGIBMGA012460	XP_004924041.1
BGIBMGA003594	XP_012549203.1
BGIBMGA007728	XP_004928508.1
BGIBMGA005666	XP_004921996.1
BGIBMGA007477	NP_001041703.1
BGIBMGA012199	XP_004925157.1
BGIBMGA009521	XP_012552686.1
BGIBMGA007069	XP_004932481.1
